gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ATP6V1G2,23.18994539598367,0.02895675718579376,0.761005222877331,0.03805066813642802,0.9696472839226409,0.9999363885525464,ATP6V1G2
ATP6V1G1,778.9924778265151,-0.18049393337891798,0.21921428477327112,-0.8233675718970558,0.41029899811594395,0.9999363885525464,ATP6V1G1
ATP6V1FNB,18.540194300996724,-0.05784720071826115,0.8195094899164572,-0.07058759102857763,0.943725986701289,0.9999363885525464,ATP6V1FNB
ATP6V1F,394.2666823835233,-0.10860124664076533,0.25067351627414725,-0.43323781568530106,0.6648420089193147,0.9999363885525464,ATP6V1F
ATP6V1E2,101.15667233067555,-0.04221157541054071,0.38612071654144126,-0.1093222238595174,0.9129469201456631,0.9999363885525464,ATP6V1E2
ATP6V1E1,708.2317553874393,-0.16866812383922092,0.21934620087116688,-0.7689584919607896,0.44191795201368256,0.9999363885525464,ATP6V1E1
ATP6V1D,279.1130563726359,-0.11263793861036783,0.27245344811845834,-0.4134208591898411,0.6792982945642734,0.9999363885525464,ATP6V1D
ATP6V1C1,1191.5792332283572,-0.25102231022292365,0.21526820941181068,-1.1660909472365004,0.2435776764015649,0.9999363885525464,ATP6V1C1
ATP6V1B2,1078.5491178371662,-0.005056242844858627,0.20793761945263248,-0.02431615240267009,0.9806004291863541,0.9999363885525464,ATP6V1B2
ATP6V1B1-AS1,75.66425475647988,0.30573048858501584,0.4398382852577494,0.6950974911287109,0.4869942069492035,0.9999363885525464,ATP6V1B1-AS1
ATRX,1051.599522039863,0.5464507149124941,0.25417347992998507,2.149912394727491,0.031562145019153685,0.9999363885525464,ATRX
ATRN,744.1573441862329,-0.13862098402373266,0.2168209150684333,-0.639334005116531,0.5226056712520999,0.9999363885525464,ATRN
ATRIP,223.13989701539083,-0.09145410566181146,0.3029828604800575,-0.3018458057888427,0.762769610490523,0.9999363885525464,ATRIP
ATRAID,860.9014989881027,0.19297306449243012,0.2198400604746766,0.8777884434518645,0.3800585371290114,0.9999363885525464,ATRAID
ATR,843.3880632264032,0.21001573184597278,0.24542965616346857,0.8557064175899415,0.39216018955425724,0.9999363885525464,ATR
